year,title,count
1983,Twice Upon a Time,1
2005,Tom yum goong,1
1999,Entrapment,1
2005,"Good Night, and Good Luck.",1
1965,What's New Pussycat,1
2001,Lara Croft: Tomb Raider,1
1989,La vie et rien d'autre,1
1973,O Lucky Man!,1
2006,Severance,1
1989,Speed Zone!,1
2001,Pavilion of Women,1
1995,Mortal Kombat,1
2008,Baghead,1
1944,Mr. Skeffington,1
1996,Jingle All the Way,1
2006,Step Up,1
1956,Baby Doll,1
1997,I Know What You Did Last Summer,1
1973,Enter the Dragon,1
1988,A Night in the Life of Jimmy Reardon,1
1953,The Bigamist,1
2000,Die Stille nach dem Schuß,1
2000,Les destinées sentimentales,1
1958,The Big Country,1
2002,The Laramie Project,1
2001,Head Over Heels,1
1970,Chisum,1
1963,"Ieri, oggi, domani",1
1982,Die weiße Rose,1
1947,Crossfire,1
1956,Friendly Persuasion,1
1949,White Heat,1
1997,Selena,1
1994,Blue Chips,1
2008,Pride and Glory,1
2008,The Wackness,1
2002,Lost in La Mancha,1
1991,All I Want for Christmas,1
1975,Zerkalo,1
2008,The Ruins,1
1998,Pecker,1
2004,Second Best,1
2007,La antena,1
1967,Billion Dollar Brain,1
1954,White Christmas,1
1997,A Simple Wish,1
1976,Allegro non troppo,1
1970,Il conformista,1
1991,Hook,1
1994,Highlander III: The Sorcerer,1
1996,Illtown,1
2006,Jackass Number Two,1
2007,The Invasion,1
1964,Viva Las Vegas,1
1987,Dragnet,1
1976,Eraserhead,1
2005,The Pacifier,1
1949,Take Me Out to the Ball Game,1
1989,UHF,1
1975,The Wilby Conspiracy,1
1990,Das schreckliche Mädchen,1
2006,The Painted Veil,1
1988,Oliver & Company,1
1984,Making the Grade,1
1991,Double Impact,1
1996,Jenseits der Stille,1
2003,Carandiru,1
1980,Private Benjamin,1
1985,Fool for Love,1
2005,In Her Shoes,1
1944,Thirty Seconds Over Tokyo,1
1995,Faces of Death V,1
1987,Making Mr. Right,1
2004,Riding Giants,1
1996,It's My Party,1
1989,True Love,1
1989,Turner & Hooch,1
1999,A Map of the World,1
1994,The Sum of Us,1
1962,Advise & Consent,1
1964,The Carpetbaggers,1
1984,Amadeus,1
2003,The Lizzie McGuire Movie,1
1995,Major Payne,1
2000,Arabian Nights,1
1934,Chapaev,1
2001,Benzina,1
2000,"Dude, Where's My Car?",1
1928,The Cameraman,1
1995,Waiting to Exhale,1
2005,The Squid and the Whale,1
1959,Room at the Top,1
2000,Eureka,1
1968,Hang 'Em High,1
2003,De grønne slagtere,1
1979,Star Trek: The Motion Picture,1
1979,North Dallas Forty,1
2001,Thirteen Conversations About One Thing,1
1977,Cross of Iron,1
1942,Saboteur,1
1987,Matewan,1
1999,Les amants criminels,1
1962,To Kill a Mockingbird,1
1984,¿Qué he hecho yo para merecer esto!!,1
1992,Far and Away,1
1963,Tom Jones,1
1995,The Stars Fell on Henrietta,1
2008,Quarantine,1
1991,Only the Lonely,1
1984,Falling in Love,1
1994,Rapa Nui,1
1996,DragonHeart,1
1953,Ugetsu monogatari,1
1990,Reversal of Fortune,1
1994,Quiz Show,1
2003,The Medallion,1
1939,At the Circus,1
2007,Blood and Chocolate,1
1971,Bedknobs and Broomsticks,1
1971,Straw Dogs,1
1997,B*A*P*S,1
1981,Excalibur,1
1983,Merry Christmas Mr. Lawrence,1
1987,Barfly,1
1998,Six-String Samurai,1
1996,Crimetime,1
1980,Galaxina,1
2003,Holes,1
2007,The Invisible,1
1985,Summer Rental,1
2003,The Shape of Things,1
1980,La cage aux folles II,1
1985,Cat's Eye,1
1979,Life of Brian,1
1999,Genghis Blues,1
1998,The Rugrats Movie,1
2007,In the Shadow of the Moon,1
1982,Jinxed!,1
1989,For All Mankind,1
1997,A Life Less Ordinary,1
2003,Master and Commander: The Far Side of the World,1
2001,Bones,1
1986,Psycho III,1
1995,Xich lo,1
2005,The White Countess,1
1998,Pleasantville,1
1979,Wise Blood,1
1991,The Doors,1
1992,Stay Tuned,1
2004,Le monde selon Bush,1
1997,Winterschläfer,1
2000,The Eyes of Tammy Faye,1
2003,S.W.A.T.,1
1988,Waxwork,1
1984,The Brother from Another Planet,1
2000,Harrison's Flowers,1
1999,Retro Puppet Master,1
1998,Holy Man,1
2002,Ghost Ship,1
1996,Der Unhold,1
1985,The Black Cauldron,1
1972,Snowball Express,1
1981,La guerre du feu,1
1996,Girls Town,1
1999,Being John Malkovich,1
2002,How to Draw a Bunny,1
1992,Whispers in the Dark,1
1967,The Reluctant Astronaut,1
2007,Irina Palm,1
2001,The Jimmy Show,1
1932,Freaks,1
1999,Man of the Century,1
1985,Police Academy 2: Their First Assignment,1
2000,Code inconnu: Récit incomplet de divers voyages,1
2001,"""Band of Brothers""",1
1997,Hav Plenty,1
1999,The Boondock Saints,1
2005,Are We There Yet?,1
1982,Jekyll and Hyde... Together Again,1
1978,Attack of the Killer Tomatoes!,1
1988,Crocodile' Dundee II,1
2002,The Slaughter Rule,1
1951,Flying Leathernecks,1
2002,Ônibus 174,1
1996,Trois vies & une seule mort,1
1996,The Boys Next Door,1
1992,Sneakers,1
2006,The Butterfly Effect 2,1
1992,Split Second,1
1996,Citizen Ruth,1
2006,El laberinto del fauno,1
2003,I'll Be There,1
1992,Qiu Ju da guan si,1
1976,To the Devil a Daughter,1
1987,La ley del deseo,1
1989,The Return of the Musketeers,1
1987,Nekromantik,1
1983,The Black Stallion Returns,1
1933,Zéro de conduite: Jeunes diables au collège,1
2001,Wit,1
1988,Tonari no Totoro,1
2006,Dnevnoy dozor,1
2002,Dark Blue,1
1993,Airborne,1
1992,Final Analysis,1
1984,Birdy,1
1990,Arachnophobia,1
1965,Harum Scarum,1
1991,Cabeza de Vaca,1
2008,American Teen,1
1992,Orlando,1
1971,Vanishing Point,1
1995,Titanica,1
1999,Plunkett & Macleane,1
1997,Free Willy 3: The Rescue,1
2005,Underclassman,1
1987,Hong gao liang,1
1981,Southern Comfort,1
1988,Ernest Saves Christmas,1
1991,Terminator 2: Judgment Day,1
2003,The Real Cancun,1
1996,The Big Squeeze,1
2001,Heist,1
1999,Beau travail,1
2004,The Hunting of the President,1
1940,Strange Cargo,1
1953,I vitelloni,1
2000,The Perfect Storm,1
2006,John Tucker Must Die,1
2005,Little Fish,1
1997,The Jackal,1
1986,Platoon,1
1947,Gentleman's Agreement,1
2007,How She Move,1
2006,Everyone's Hero,1
1966,Our Man Flint,1
1995,Das Versprechen,1
1988,Apartment Zero,1
1939,Gulliver's Travels,1
1994,There Goes My Baby,1
1976,The Eagle Has Landed,1
1945,Son of Lassie,1
2007,The Perfect Holiday,1
2005,The Dukes of Hazzard,1
2002,Red Dragon,1
2002,The Weather Underground,1
1992,Under Siege,1
1937,Lost Horizon,1
1987,North Shore,1
2000,Titan A.E.,1
2000,Rugrats in Paris: The Movie - Rugrats II,1
2007,No End in Sight,1
1991,Kafka,1
1972,Napoleon and Samantha,1
2005,Diary of a Mad Black Woman,1
2000,Six-Pack,1
2001,Frailty,1
2007,Import/Export,1
1951,David and Bathsheba,1
2002,Bang Bang You're Dead,1
2008,Transporter 3,1
1974,Potop,1
1978,The Chant of Jimmie Blacksmith,1
1993,Man's Best Friend,1
2001,Donnie Darko,1
1987,Evil Dead II,1
1996,Everything Relative,1
1951,Scrooge,1
1997,Unagi,1
1944,The Curse of the Cat People,1
1989,The January Man,1
1983,Yentl,1
1993,Coneheads,1
1996,Moll Flanders,1
1980,Caddyshack,1
1950,"Francesco, giullare di Dio",1
1995,Heat,1
1955,The Long Gray Line,1
2006,This Film Is Not Yet Rated,1
1979,Moonraker,1
1966,Tanin no kao,1
1997,Wag the Dog,1
2005,Rumor Has It...,1
1988,Cheerleader Camp,1
2002,In America,1
1996,James and the Giant Peach,1
1992,The Boys of St. Vincent,1
1952,Don't Bother to Knock,1
1991,What About Bob?,1
1959,A Bucket of Blood,1
2000,Baise-moi,1
1986,The Mosquito Coast,1
1985,Fletch,1
2008,The Happening,1
1988,Working Girl,1
1958,Marjorie Morningstar,1
1989,Staying Together,1
1973,Shaft in Africa,1
1994,Der bewegte Mann,1
1999,Better Living Through Circuitry,1
2005,Prime,1
1990,Átame!,1
1987,Intervista,1
1998,Permanent Midnight,1
2003,Danny Deckchair,1
2004,Mysterious Skin,1
1970,Bloody Mama,1
1980,The Idolmaker,1
2001,Aoi haru,1
1974,Uptown Saturday Night,1
2002,Only the Strong Survive,1
1998,Das Trio,1
1987,Three O'Clock High,1
2000,Dracula 2000,1
1987,Innerspace,1
1993,Untamed Heart,1
1998,Hideous Kinky,1
1999,Kikujirô no natsu,1
1956,High Society,1
2008,City of Ember,1
2001,Summer Catch,1
1996,Paradise Lost: The Child Murders at Robin Hood Hills,1
1995,Money Train,1
1990,Wild at Heart,1
1989,Gross Anatomy,1
1955,Lola Montès,1
2002,9 Dead Gay Guys,1
2005,Loverboy,1
1999,Muppets from Space,1
1977,Herbie Goes to Monte Carlo,1
1981,New York Beat Movie,1
1991,Daughters of the Dust,1
1994,Little Big League,1
1978,California Suite,1
2006,Saving Shiloh,1
1982,Class Reunion,1
1979,The Muppet Movie,1
1986,The Manhattan Project,1
1994,La reine Margot,1
1989,American Ninja 3: Blood Hunt,1
1957,A Face in the Crowd,1
1965,Ten Little Indians,1
1999,Cruel Intentions,1
1974,"Silent Night, Bloody Night",1
1979,Winter Kills,1
1971,Mon oncle Antoine,1
1982,Querelle,1
2006,10th & Wolf,1
2003,Duplex,1
1985,The Care Bears Movie,1
1987,Robotto kânibaru,1
1993,Posse,1
1994,Trzy kolory: Bialy,1
2003,Bad Eggs,1
1968,No Way to Treat a Lady,1
1991,Thelma & Louise,1
1988,Drowning by Numbers,1
1995,Billy Madison,1
2004,Undertow,1
1994,Tom & Viv,1
1993,The Meteor Man,1
2006,"You, Me and Dupree",1
1984,Stop Making Sense,1
2004,My Date with Drew,1
1987,Death Before Dishonor,1
1940,The Shop Around the Corner,1
1998,Naturally Native,1
1981,Piranha Part Two: The Spawning,1
1971,Murphy's War,1
1967,The Graduate,1
1990,Ju Dou,1
2000,Prince of Central Park,1
1984,"Greystoke: The Legend of Tarzan, Lord of the Apes",1
1947,The Ghost and Mrs. Muir,1
1959,The Mouse That Roared,1
1945,The Wicked Lady,1
1999,The General's Daughter,1
1962,Cartouche,1
1990,3-4 x jûgatsu,1
1946,La belle et la bête,1
2004,Winter Solstice,1
1995,Party Girl,1
1968,Wild in the Streets,1
1989,She's Out of Control,1
1955,Daddy Long Legs,1
1998,The Horse Whisperer,1
1957,Silk Stockings,1
1981,Under the Rainbow,1
1973,The Laughing Policeman,1
2004,A Home at the End of the World,1
1964,Two Thousand Maniacs!,1
1936,Little Lord Fauntleroy,1
1999,Virus,1
1998,Playing by Heart,1
1997,The Real Blonde,1
1990,Opportunity Knocks,1
1955,"Davy Crockett, King of the Wild Frontier",1
1996,Peanuts - Die Bank zahlt alles,1
1990,The Hot Spot,1
2003,Kopps,1
1986,An American Tail,1
1996,Faces of Death VI,1
1942,Holiday Inn,1
1990,Robot Jox,1
1979,Rocky II,1
1997,The House of Yes,1
1999,Tuvalu,1
1965,The Sound of Music,1
2002,The Good Thief,1
1987,*batteries not included,1
2000,Skipped Parts,1
2004,Exorcist: The Beginning,1
1999,Pushing Tin,1
1962,El ángel exterminador,1
2007,Succubus: Hell Bent,1
1984,The Bostonians,1
1991,True Colors,1
1982,Firefox,1
1987,Radio Days,1
2005,Rosario Tijeras,1
2005,The Big White,1
1999,The Muse,1
1977,Der amerikanische Freund,1
2000,La veuve de Saint-Pierre,1
1992,Jennifer Eight,1
1985,Insignificance,1
2002,Lilo & Stitch,1
2006,Marie Antoinette,1
1989,Troop Beverly Hills,1
1989,She-Devil,1
1951,The Red Badge of Courage,1
2005,Le temps qui reste,1
2000,Greenfingers,1
1955,Abbott and Costello Meet the Mummy,1
2007,Blackout,1
1991,Hangin' with the Homeboys,1
1988,Pumpkinhead,1
1955,Picnic,1
1989,Leviathan,1
1982,Manhattan Baby,1
2008,I.O.U.S.A.,1
1999,10 Things I Hate About You,1
2002,Novo,1
2001,Pootie Tang,1
1961,Voyage to the Bottom of the Sea,1
2002,Halloween: Resurrection,1
2004,Bring It on Again,1
1998,A Night at the Roxbury,1
2006,Neil Young: Heart of Gold,1
1992,Claire of the Moon,1
2004,Hellboy,1
2004,Never Die Alone,1
2000,The Specials,1
1995,How to Make an American Quilt,1
1955,Mr. Arkadin,1
1994,Reality Bites,1
2006,The Grudge 2,1
1990,The Krays,1
1971,A Clockwork Orange,1
2004,Sam gang yi,1
2000,Red Planet,1
1994,L'enfer,1
1999,Ride with the Devil,1
1992,Les nuits fauves,1
2008,One Missed Call,1
1988,Switching Channels,1
2007,The Mist,1
2002,Death to Smoochy,1
2001,Heartbreakers,1
1995,Ace Ventura: When Nature Calls,1
2003,Elephant,1
1987,Ironweed,1
1997,I Think I Do,1
1982,Le retour de Martin Guerre,1
1981,Polyester,1
1999,The Cider House Rules,1
2007,Om Shanti Om,1
1983,Krull,1
2003,Prey for Rock & Roll,1
1988,A Fish Called Wanda,1
1991,Bingo,1
2007,The Man from Earth,1
2007,The Messengers,1
1994,Legends of the Fall,1
2003,Identity,1
1957,Kumonosu-jô,1
1998,Six Days Seven Nights,1
2004,Blade: Trinity,1
2002,Fubar,1
1994,JLG/JLG - autoportrait de décembre,1
1990,Conte de printemps,1
2001,My First Mister,1
1944,Bluebeard,1
1993,Mi vida loca,1
1992,Benny's Video,1
2004,Moolaadé,1
2001,Training Day,1
1943,The Battle of Britain,1
2002,"""The Dead Zone""",1
1960,Pollyanna,1
1999,Cradle Will Rock,1
2001,The Triumph of Love,1
1994,The Swan Princess,1
2006,Dorm Daze 2,1
1950,At War with the Army,1
1999,Bad ma ra khahad bord,1
1997,The Edge,1
1995,Twelve Monkeys,1
2006,The Devil Wears Prada,1
1983,Revenge of the Ninja,1
1970,L'enfant sauvage,1
1998,1732 Høtten,1
1992,Dr. Giggles,1
2005,The Secret Life of Words,1
2004,The Grudge,1
2004,Black Cloud,1
1979,The Brood,1
2002,Killing Me Softly,1
2005,Wu ji,1
1991,Tous les matins du monde,1
1959,North by Northwest,1
1983,Tender Mercies,1
1996,Love Serenade,1
2004,Catch That Kid,1
1996,A Family Thing,1
1997,La Femme Nikita,1
1983,L'argent,1
1994,Double Dragon,1
1994,8 Seconds,1
1919,"Die Spinnen, 1. Teil - Der Goldene See",1
1951,An American in Paris,1
1998,Fallen,1
2007,The Darjeeling Limited,1
2005,Wish You Were Here,1
2007,The Lookout,1
1997,The Sixth Man,1
1999,Tarzan,1
1971,Vampiros lesbos,1
1994,A Simple Twist of Fate,1
1944,The Memphis Belle: A Story of a Flying Fortress,1
1967,They Came from Beyond Space,1
1952,Scaramouche,1
1995,Funny Bones,1
2001,Daddy and Them,1
1994,Threesome,1
2010,Megamind,1
1985,The Coca-Cola Kid,1
2007,Caótica Ana,1
1980,The Hollywood Knights,1
1996,In Love and War,1
1991,One Good Cop,1
2007,Itty Bitty Titty Committee,1
1981,The Pursuit of D.B. Cooper,1
1993,The Sandlot,1
1986,Let's Get Harry,1
1972,Viskningar och rop,1
1975,Brother Can You Spare a Dime,1
1954,Rear Window,1
1992,Sarafina!,1
2004,The Woodsman,1
1999,American Pimp,1
1981,Night Crossing,1
1950,Panic in the Streets,1
2001,Yeopgijeogin geunyeo,1
1998,Kissing a Fool,1
1998,Dirty Work,1
1978,Day of the Woman,1
1989,Cyborg,1
1984,The Killing Fields,1
1945,Brief Encounter,1
1946,Black Angel,1
2008,Be Kind Rewind,1
1994,Una pura formalità,1
2000,Remember the Titans,1
1968,2001: A Space Odyssey,1
1952,Hans Christian Andersen,1
2007,Control,1
2001,Double Take,1
1998,Belly,1
1982,Poltergeist,1
1964,Les parapluies de Cherbourg,1
2001,The Business of Strangers,1
1954,The Barefoot Contessa,1
1963,The Wrong Arm of the Law,1
2003,Osama,1
2003,Elf,1
1980,Cannibal Holocaust,1
2001,What's the Worst That Could Happen?,1
1955,Oklahoma!,1
2008,The House Bunny,1
1998,Saving Private Ryan,1
1958,The Defiant Ones,1
2007,Margot at the Wedding,1
1951,The Thing from Another World,1
2002,Im Spiegel der Maya Deren,1
1935,Captain Blood,1
1999,Inspector Gadget,1
1993,Nyû Yôku no koppu,1
1987,Tras el cristal,1
1988,Married to the Mob,1
1988,Permanent Record,1
1987,Raising Arizona,1
1991,Freddy's Dead: The Final Nightmare,1
2002,The Country Bears,1
2000,The Railway Children,1
2001,Life as a House,1
1991,Jungle Fever,1
2000,Up at the Villa,1
2002,The Pianist,1
2007,We Own the Night,1
2006,10 Items or Less,1
1994,Yin shi nan nu,1
1993,Hocus Pocus,1
1940,The Ghost Breakers,1
1964,The Incredible Mr. Limpet,1
1990,Ghost Dad,1
2000,Passion of Mind,1
1984,Night of the Comet,1
2003,Piglet's Big Movie,1
1990,State of Grace,1
1961,Kohayagawa-ke no aki,1
2000,Ivansxtc,1
1998,Barney's Great Adventure,1
2004,The Machinist,1
2006,Snow Cake,1
1993,Carnosaur,1
1997,Yat goh hiu yan,1
1997,Fierce Creatures,1
2000,Reindeer Games,1
1999,Just Looking,1
2000,American Psycho,1
2008,The Rocker,1
1999,Snow Days,1
1960,The Apartment,1
1978,Gray Lady Down,1
1992,In the Soup,1
1966,"""Star Trek""",1
2002,Extreme Ops,1
1999,Summer of Sam,1
1998,The Players Club,1
1995,Fair Game,1
1996,Multiplicity,1
1993,Rudy,1
1991,New Jack City,1
1997,For Richer or Poorer,1
1998,Celebrity,1
1970,Patton,1
1985,Ran,1
1996,Mary Reilly,1
2006,Renaissance,1
1965,Battle of the Bulge,1
2003,I'll Sleep When I'm Dead,1
1984,The Evil That Men Do,1
2002,Im toten Winkel - Hitlers Sekretärin,1
2008,Bianca Beauchamp All Access 2: Rubberized,1
2006,Salvador (Puig Antich),1
1952,High Noon,1
1996,Wallace & Gromit: The Best of Aardman Animation,1
2002,Revengers Tragedy,1
1996,Kingpin,1
2004,Anacondas: The Hunt for the Blood Orchid,1
2003,Nói albínói,1
2007,Mr. Bean's Holiday,1
1970,Tora! Tora! Tora!,1
1982,"I, the Jury",1
2000,Cecil B. DeMented,1
2005,Chinjeolhan geumjassi,1
1989,Fat Man and Little Boy,1
1999,Pokémon: The First Movie,1
1971,The French Connection,1
2008,Semi-Pro,1
1996,Last Man Standing,1
2003,Herr Lehmann,1
2005,The Exorcism of Emily Rose,1
1972,Snoopy Come Home,1
2005,Bee Season,1
2007,The Bourne Ultimatum,1
1995,Les rendez-vous de Paris,1
2007,Surfwise,1
1975,Hester Street,1
2005,Go Figure,1
1957,Gunfight at the O.K. Corral,1
2000,Battlefield Earth: A Saga of the Year 3000,1
2002,Phone Booth,1
1996,Hellraiser: Bloodline,1
2004,Ceský sen,1
1947,Railroaded!,1
2003,Stander,1
1997,Kull the Conqueror,1
2003,Saints and Soldiers,1
1955,The Kentuckian,1
2006,Zoom,1
2008,The Duchess,1
2005,Evil Aliens,1
1992,Stop! Or My Mom Will Shoot,1
1987,Amazing Grace and Chuck,1
1992,Live Wire,1
1999,The Winslow Boy,1
1947,Song of the Thin Man,1
2004,Eternal Sunshine of the Spotless Mind,1
1994,Bad Girls,1
1992,3 Ninjas,1
1982,The Flight of Dragons,1
2008,Bigger Stronger Faster*,1
2004,Maria Full of Grace,1
2005,Goal!,1
1996,Ed's Next Move,1
1978,Superman,1
1969,Medium Cool,1
1998,Sour Grapes,1
1943,Sherlock Holmes in Washington,1
1970,Lovers and Other Strangers,1
1959,The Angry Red Planet,1
1939,The Roaring Twenties,1
2001,Glitter,1
2007,D-War,1
1957,Chikyû Bôeigun,1
1961,Mr. Sardonicus,1
1936,San Francisco,1
1985,Sans toit ni loi,1
1973,Papillon,1
1965,Mirage,1
2003,Festival Express,1
1955,Ikimono no kiroku,1
2000,The Independent,1
2003,Tarnation,1
2000,Ordinary Decent Criminal,1
2000,Heavy Metal 2000,1
1981,Chariots of Fire,1
1988,Salaam Bombay!,1
1980,The Apple,1
1964,Suna no onna,1
1995,Wallace and Gromit in A Close Shave,1
1989,Blaze,1
1981,Fort Apache the Bronx,1
1997,Still Breathing,1
1994,Prince of Jutland,1
1993,Totally F***ed Up,1
1998,Stiff Upper Lips,1
2006,Red Road,1
1994,War of the Buttons,1
1998,Alice et Martin,1
2003,Gokudô kyôfu dai-gekijô: Gozu,1
2000,The 6th Day,1
2004,Club Dread,1
2002,The Wild Thornberrys Movie,1
1997,Orgazmo,1
1983,Octopussy,1
1997,Seven Years in Tibet,1
1968,Ice Station Zebra,1
2002,Dummy,1
1992,Honeymoon in Vegas,1
2008,JCVD,1
2003,Arven,1
2006,Crank,1
1986,That's Life!,1
1995,Screamers,1
2004,The Notebook,1
1997,Cube,1
1981,Friday the 13th Part 2,1
1997,Tomorrow Never Dies,1
1970,Something for Everyone,1
2003,What Alice Found,1
2001,Mean Machine,1
2003,Owning Mahowny,1
1995,Far from Home: The Adventures of Yellow Dog,1
1992,1492: Conquest of Paradise,1
1971,The Hired Hand,1
1970,Cromwell,1
1960,Jungfrukällan,1
1960,La maschera del demonio,1
2001,Don't Say a Word,1
1993,The Age of Innocence,1
2004,Suspect Zero,1
2004,Catwoman,1
2000,The Closer You Get,1
2005,The New World,1
1970,The AristoCats,1
1999,The Blair Witch Project,1
1975,The Man in the Glass Booth,1
1985,Year of the Dragon,1
1960,Ein Toter hing im Netz,1
2002,Personal Velocity: Three Portraits,1
2000,Highlander: Endgame,1
1985,Real Genius,1
2001,Exit Wounds,1
2008,Miss Pettigrew Lives for a Day,1
2000,Da Hip Hop Witch,1
2003,Après vous...,1
1971,Big Jake,1
2007,Norbit,1
2008,Midnight Movie,1
1922,Häxan,1
1984,The Bounty,1
1960,1-2-3-4 ou Les Collants noirs,1
1965,A Patch of Blue,1
2002,40 Days and 40 Nights,1
2006,"Maxed Out: Hard Times, Easy Credit and the Era of Predatory Lenders",1
1952,Macao,1
1943,Action in the North Atlantic,1
2005,Free Zone,1
1960,The Amazing Transparent Man,1
1966,"Die Nibelungen, Teil 1 - Siegfried",1
1986,"Jo Jo Dancer, Your Life Is Calling",1
1993,Cool Runnings,1
1995,La haine,1
2002,Blood Work,1
1998,El abuelo,1
2006,Indigènes,1
1995,Operation Dumbo Drop,1
2007,Because I Said So,1
1996,Ripe,1
2006,Penelope,1
1999,I Kina spiser de hunde,1
1968,The Strange Case of Dr. Jekyll and Mr. Hyde,1
1999,Just the Ticket,1
2005,The Constant Gardener,1
1993,Dave,1
1969,"Goodbye, Columbus",1
2006,First Snow,1
1980,Somewhere in Time,1
1942,La nuit fantastique,1
2005,Hot Popcorn: Movie Awards Greatest Moments,1
2007,Son of Rambow,1
2007,Awake,1
1981,Beau-père,1
1990,The Amityville Curse,1
1957,"Heaven Knows, Mr. Allison",1
1941,Pot o' Gold,1
1964,Robin and the 7 Hoods,1
1995,Waterworld,1
1996,I Shot Andy Warhol,1
1985,A Room with a View,1
2008,Horton Hears a Who!,1
2002,Garage Days,1
2001,Jack and the Beanstalk: The Real Story,1
1990,Reise der Hoffnung,1
2001,Ik ook van jou,1
1964,Marnie,1
2005,Sidekick,1
2007,Lions for Lambs,1
1998,B. Monkey,1
1984,Canicule,1
1973,Vérités et mensonges,1
1962,Requiem for a Heavyweight,1
1996,The Great White Hype,1
1993,Fong Sai Yuk,1
1962,The Man Who Shot Liberty Valance,1
1994,Le colonel Chabert,1
1995,Dead Man,1
1962,Tsubaki Sanjûrô,1
1980,"Pepi, Luci, Bom y otras chicas del montón",1
1980,The Shining,1
1965,Baby the Rain Must Fall,1
1966,Khartoum,1
2008,Shark Swarm,1
1973,Scener ur ett äktenskap,1
1986,Sid and Nancy,1
1991,Out for Justice,1
